date,disease,evapotranspiration,agb,cumulatedTemperature,cumulatedEvapotranspiration
19/05/2022,false,4.373574283761993,3078.8569410637533,1846.548308563326,256.16244990296315
20/05/2022,false,4.266293866168427,3150.6303872082967,1874.4161240547814,260.4287437691316
21/05/2022,false,4.1390425281313945,3223.4918475177433,1902.3375877524693,264.56778629726296
22/05/2022,false,3.913948742259947,3292.115902457649,1930.4133917981953,268.4817350395229
23/05/2022,false,3.5641521910891236,3355.850244384006,1958.1354132565455,272.04588723061204
24/05/2022,false,3.3900232808551,3411.726648063868,1985.882642420473,275.4359105114671
25/05/2022,false,4.108649060645422,3487.6592533476573,2013.59999768453,279.5445595721125
26/05/2022,false,4.370064878771167,3563.3666266781297,2041.6600879793737,283.9146244508837
27/05/2022,false,4.449134569156926,3638.962134687099,2069.3905608199675,288.3637590200406
28/05/2022,false,4.168156694725226,3712.26472607207,2097.4757971112613,292.53191571476583
29/05/2022,false,4.075960899721571,3779.02456908952,2125.2490851131042,296.6078766144874
30/05/2022,false,4.33036346302634,3850.3253796303493,2153.1834246095477,300.93824007751374
31/05/2022,false,4.302812563041356,3925.061269460208,2181.0366732455536,305.2410526405551
01/06/2022,false,4.182810107107226,4009.3037097667097,2208.9814358375083,309.4238627476623
02/06/2022,false,3.802863910996155,4082.8828784801303,2237.0970974947472,313.2267266586585
03/06/2022,false,3.661793793267848,4150.767921124453,2264.832058282898,316.88852045192635
04/06/2022,false,3.3984813956726696,4222.586787896497,2292.9677871384292,320.287001847599
05/06/2022,false,3.311725641948275,4275.532670458313,2320.4934051067694,323.5987274895473
06/06/2022,false,3.0084354814215586,4327.655097740325,2348.3449270041265,326.60716297096883
07/06/2022,false,2.923945781930149,4377.945774322248,2375.857204380846,329.531108752899
08/06/2022,false,4.111117766386813,4459.156615756689,2403.7665640149526,333.6422265192858
09/06/2022,false,4.453050212073313,4542.519924621047,2431.7624456328995,338.09527673135915
10/06/2022,false,3.8927671788557854,4612.94966700556,2459.1643453706465,341.9880439102149
11/06/2022,false,3.764292400339179,4677.985132640272,2487.021841460203,345.7523363105541
12/06/2022,false,3.6556543914983783,4741.135180372026,2515.1127875947745,349.4079907020525
13/06/2022,false,3.360635874539172,4802.6212953164095,2542.7966025769147,352.76862657659166
14/06/2022,false,3.0470550655813593,4860.068029624364,2570.398320861365,355.815681642173
15/06/2022,false,4.2433100376088095,4944.529856083838,2598.3517907001406,360.0589916797818
16/06/2022,false,4.363698314733514,5031.110362215211,2626.247081951041,364.42268999451534
17/06/2022,false,4.067626989180786,5122.402157643352,2654.1621646972976,368.4903169836961
18/06/2022,false,4.090086850892255,5197.624290546233,2682.085917593713,372.58040383458837
19/06/2022,false,3.71947770752818,5268.943771562933,2709.9428829674775,376.29988154211657
20/06/2022,false,3.6039105060185803,5331.1387460477035,2737.593978018594,379.90379204813513
21/06/2022,false,4.195523912581588,5403.775898127375,2765.0514505585165,384.0993159607167
22/06/2022,false,4.563085281878603,5486.754144609124,2792.9337382196013,388.6624012425953
23/06/2022,false,4.093223166996627,5569.81149296463,2820.6038056441503,392.7556244095919
24/06/2022,false,4.231902788842375,5649.689937400959,2848.4011107362035,396.9875271984343
25/06/2022,false,4.260862140958181,5733.281008410887,2876.255605088802,401.2483893393925
26/06/2022,false,3.990880959767888,5800.039540614647,2904.0134684013924,405.23927029916035
27/06/2022,false,4.653086237218363,5882.64083235063,2931.696561072373,409.8923565363787
28/06/2022,false,4.512026773137899,5967.956906752383,2959.365995876064,414.4043833095166
29/06/2022,false,4.576637266285426,6044.982182753127,2987.6026318930585,418.98102057580206
30/06/2022,false,4.3072122814432845,6119.186642361717,3015.2547186524857,423.28823285724536
01/07/2022,false,4.582341459416732,6191.847880699613,3042.9369843575614,427.8705743166621
02/07/2022,false,4.06683105124769,6268.0220495592675,3070.370623614912,431.9374053679098
03/07/2022,false,4.150099488935362,6335.714387498817,3097.871943160365,436.08750485684516
04/07/2022,false,3.5078198772205975,6399.377218724981,3125.954016578365,439.59532473406574
05/07/2022,false,3.366784862636454,6458.653799590579,3153.0335870000113,442.9621095967022
06/07/2022,false,3.434324789161538,6508.93886695022,3180.700677353096,446.39643438586376
07/07/2022,false,3.023715338145892,6559.486204414557,3208.9082600145866,449.42014972400966
08/07/2022,false,4.512873757645958,6635.959884275163,3236.5083355773945,453.9330234816556
09/07/2022,false,4.3211213475166685,6717.566040253925,3264.8987118255436,458.2541448291723
10/07/2022,false,4.34824090414317,6792.703151651551,3292.880003469342,462.60238573331543
11/07/2022,false,4.320840065302524,6868.067604435836,3320.9218510172986,466.923225798618
12/07/2022,false,4.320840065302524,6868.067604435836,3320.9218510172986,466.923225798618
